artists,name,album
Manic Street Preachers,Kevin Carter - Remastered Version,Everything Must Go 10th Anniversary Edition
Manic Street Preachers,If You Tolerate This Your Children Will Be Next,This Is My Truth Tell Me Yours
Manic Street Preachers,The Everlasting,This Is My Truth Tell Me Yours
Cass Elliot,Make Your Own Kind Of Music - Single Version,California Dreamin' - The Best of The Mamas & The Papas
The Mamas & The Papas,For The Love Of Ivy,California Dreamin' - The Best of The Mamas & The Papas
The Mamas & The Papas,Dream A Little Dream Of Me - Album Version With Introduction,California Dreamin' - The Best of The Mamas & The Papas
The Mamas & The Papas,Dedicated To The One I Love,California Dreamin' - The Best of The Mamas & The Papas
The Mamas & The Papas,California Dreamin' - Single Version,California Dreamin' - The Best of The Mamas & The Papas
Madonna,Like a Prayer,Celebration (double disc version)
Lynyrd Skynyrd,Sweet Home Alabama,Second Helping
The Velvet Underground,Sweet Jane - Full Length Version; 2015 Remaster,Loaded: Re-Loaded 45th Anniversary Edition
The Velvet Underground,Pale Blue Eyes,The Velvet Underground
The Velvet Underground, Nico,Sunday Morning,The Velvet Underground & Nico 45th Anniversary (Super Deluxe Edition)
The Velvet Underground,Rock & Roll - Full Length Version; 2015 Remaster,Loaded: Re-Loaded 45th Anniversary Edition
Lou Reed,Perfect Day,Transformer
Lou Reed,Walk On the Wild Side,Transformer
Led Zeppelin,Going to California - Remaster,Led Zeppelin IV (Remaster)
Led Zeppelin,When the Levee Breaks - Remaster,Led Zeppelin IV (Remaster)
Led Zeppelin,Stairway to Heaven - Remaster,Led Zeppelin IV (Remaster)
Led Zeppelin,Black Dog - Remaster,Led Zeppelin IV (Remaster)
Led Zeppelin,Rock and Roll - Remaster,Led Zeppelin IV (Remaster)
Led Zeppelin,Immigrant Song - Remaster,Led Zeppelin III (Remaster)
Led Zeppelin,Whole Lotta Love - Remaster,Led Zeppelin II (Remaster)
Led Zeppelin,Communication Breakdown - Remaster,Led Zeppelin (Remaster)
Led Zeppelin,Your Time Is Gonna Come - Remaster,Led Zeppelin (Remaster)
Led Zeppelin,Dazed and Confused - Remaster,Led Zeppelin (Remaster)
Led Zeppelin,Good Times Bad Times - Remaster,Led Zeppelin (Remaster)
Led Zeppelin,Babe I'm Gonna Leave You - Remaster,Led Zeppelin (Remaster)
Carl Douglas,Kung Fu Fighting,The Soul of the Kung Fu Fighter
Kool & The Gang,Get Down On It - Single Version,The Very Best Of Kool & The Gang
Kings of Leon,The Bucket,Aha Shake Heartbreak
Kings of Leon,Use Somebody,Only By The Night
Kings of Leon,Sex on Fire,Only By The Night
Kansas,Dust in the Wind,Point Of Know Return (Expanded Edition)
Kansas,Carry on Wayward Son,Leftoverture (Expanded Edition)
Judas Priest,Screaming for Vengeance,Screaming For Vengeance
Judas Priest,Electric Eye,Screaming For Vengeance
Joy Division,Shadowplay - 2007 Remaster,Unknown Pleasures
Joy Division,She's Lost Control - 2007 Remaster,Unknown Pleasures
Joy Division,Disorder - 2007 Remaster,Unknown Pleasures
Joy Division,Love Will Tear Us Apart,The Best Of
Journey,Any Way You Want It,Departure
Journey,Don't Stop Believin',Escape (Bonus Track Version)
John Lennon,Stand By Me - Remastered 2010,Power To The People - The Hits
John Lennon,Imagine - Remastered 2010,Power To The People - The Hits
John Lennon,Watching The Wheels - Remastered 2010,Power To The People - The Hits
John Lennon,Mind Games - Remastered 2010,Power To The People - The Hits
John Lennon,(Just Like) Starting Over - Remastered 2010,Power To The People - The Hits
John Lennon, The Plastic Ono Band, The Flux Fiddlers,Jealous Guy - Remastered 2010,Power To The People - The Hits
John Lennon,#9 Dream - Remastered 2010,Power To The People - The Hits
John Lennon,Whatever Gets You Thru The Night - Remastered 2010,Power To The People - The Hits
John Lennon,Woman - Remastered 2010,Power To The People - The Hits
John Farnham,You're the Voice,Whispering Jack
Jimi Hendrix,Voodoo Child (Slight Return),Electric Ladyland
Jimi Hendrix,All Along the Watchtower,Electric Ladyland
Jimi Hendrix,Purple Haze,Are You Experienced
Jimi Hendrix,Fire,Are You Experienced
Jesse Winchester,Step by Step,Let The Rough Side Drag
Jefferson Airplane,Somebody to Love,Surrealistic Pillow
Jefferson Airplane,White Rabbit,Surrealistic Pillow
Jason Mraz,Live High,We Sing. We Dance. We Steal Things. (Bonus Tracks Version)
Jason Mraz,Living in the Moment,Love Is a Four Letter Word
Jason Mraz,The Remedy (I Won't Worry),Waiting for My Rocket to Come
Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things. (Bonus Tracks Version)
Jamiroquai,Feels Just Like it Should,Dynamite
Jamiroquai,Little L,A Funk Odyssey
Jamiroquai,Deeper Underground - Full Version,Synkronized
Jamiroquai,Supersonic,Synkronized
Jamiroquai,Canned Heat,Synkronized
Jamiroquai,Cosmic Girl - Remastered,Travelling Without Moving
Jamiroquai,Virtual Insanity - Remastered,Travelling Without Moving
Jamiroquai,Space Cowboy,The Return of the Space Cowboy (Remastered)
James,Getting Away With It (All Messed Up),Pleased To Meet You
James,Ring The Bells,James: The Best Of
James,How Was It For You?,James: The Best Of
James,Runaground,James: The Best Of
James,Lose Control,James: The Best Of
James,Sometimes,James: The Best Of
James,Destiny Calling,James: The Best Of
James,Out To Get You,James: The Best Of
James,Born Of Frustration,James: The Best Of
James,Tomorrow,James: The Best Of
James,Waltzing Along - Single Version,James: The Best Of
James,Say Something,James: The Best Of
James,She's A Star,James: The Best Of
James,Laid,James: The Best Of
James,Come Home - Flood Mix,James: The Best Of
James,Sit Down,James: The Best Of
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,Higher And Higher
Jack Johnson,All At Once,Sleep Through The Static
Jack Johnson,Sleep Through The Static,Sleep Through The Static
Jack Johnson,Hope,Sleep Through The Static
Jack Johnson,Angel,Sleep Through The Static
Jack Johnson,Enemy,Sleep Through The Static
Jack Johnson,If I Had Eyes,Sleep Through The Static
Jack Johnson,Same Girl,Sleep Through The Static
Jack Johnson,What You Thought You Need,Sleep Through The Static
Jack Johnson,Adrift,Sleep Through The Static
Jack Johnson,Go On,Sleep Through The Static
Jack Johnson,They Do, They Don't,Sleep Through The Static
Jack Johnson,While We Wait,Sleep Through The Static
Jack Johnson,Monsoon,Sleep Through The Static
Jack Johnson,Losing Keys,Sleep Through The Static
Jack Johnson,I Got You,From Here To Now To You
Jack Johnson,Washing Dishes,From Here To Now To You
Jack Johnson,Shot Reverse Shot,From Here To Now To You
Jack Johnson,Never Fade,From Here To Now To You
Jack Johnson,Tape Deck,From Here To Now To You
Jack Johnson,Don't Believe A Thing I Say,From Here To Now To You
Jack Johnson,As I Was Saying,From Here To Now To You
Jack Johnson,You Remind Me Of You,From Here To Now To You
Jack Johnson,Radiate,From Here To Now To You
Jack Johnson,Ones And Zeros,From Here To Now To You
Jack Johnson,Change,From Here To Now To You
Jack Johnson,Home,From Here To Now To You
Jack Johnson,You And Your Heart,To The Sea
Jack Johnson,To The Sea,To The Sea
Jack Johnson,No Good With Faces,To The Sea
Jack Johnson,At Or With Me,To The Sea
Jack Johnson,When I Look Up,To The Sea
Jack Johnson,From The Clouds,To The Sea
Jack Johnson,My Little Girl,To The Sea
Jack Johnson,Turn Your Love,To The Sea
Jack Johnson,The Upsetter,To The Sea
Jack Johnson,Red Wine, Mistakes, Mythology,To The Sea
Jack Johnson,Pictures Of People Taking Pictures,To The Sea
Jack Johnson,Anything But The Truth,To The Sea
Jack Johnson,Only The Ocean,To The Sea
Jack Johnson,Better Together,In Between Dreams
Jack Johnson,Never Know,In Between Dreams
Jack Johnson,Banana Pancakes,In Between Dreams
Jack Johnson,Good People,In Between Dreams
Jack Johnson,No Other Way,In Between Dreams
Jack Johnson,Sitting, Waiting, Wishing,In Between Dreams
Jack Johnson,Staple It Together,In Between Dreams
Jack Johnson,Situations,In Between Dreams
Jack Johnson,Crying Shame,In Between Dreams
Jack Johnson,If I Could,In Between Dreams
Jack Johnson,Breakdown,In Between Dreams
Jack Johnson,Belle,In Between Dreams
Jack Johnson,Do You Remember,In Between Dreams
Jack Johnson,Constellations,In Between Dreams
Jack Johnson,Constellations - Demo Version,In Between Dreams
Jack Johnson,Upside Down,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George
Jack Johnson,Inaudible Melodies,Brushfire Fairytales (Remastered)
Jack Johnson,Middle Man,Brushfire Fairytales (Remastered)
Jack Johnson,Posters,Brushfire Fairytales (Remastered)
Jack Johnson,Sexy Plexi,Brushfire Fairytales (Remastered)
Jack Johnson,Flake,Brushfire Fairytales (Remastered)
Jack Johnson,Bubble Toes,Brushfire Fairytales (Remastered)
Jack Johnson,Fortunate Fool,Brushfire Fairytales (Remastered)
Jack Johnson,The News,Brushfire Fairytales (Remastered)
Jack Johnson,Drink The Water,Brushfire Fairytales (Remastered)
Jack Johnson,Mudfootball (For Moe Lerner),Brushfire Fairytales (Remastered)
Jack Johnson,F-Stop Blues,Brushfire Fairytales (Remastered)
Jack Johnson,Losing Hope,Brushfire Fairytales (Remastered)
Jack Johnson,It's All Understood,Brushfire Fairytales (Remastered)
Jack Johnson,Flake (Live),Brushfire Fairytales (Remastered)
Jack Johnson,Inaudible Melodies (Live),Brushfire Fairytales (Remastered)
Iron Maiden,Brave New World,Brave New World
Iron Maiden,The Wicker Man,Brave New World
Iron Maiden,Fear Of The Dark - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,Judas Be My Guide - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,The Fugitive - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,Chains Of Misery - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,Wasting Love - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,Afraid To Shoot Strangers - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,Be Quick Or Be Dead - 1998 Remastered Version,Fear Of The Dark (1998 Remastered Edition)
Iron Maiden,The Clairvoyant - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,Seventh Son of a Seventh Son - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,Can I Play with Madness - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,The Evil That Men Do - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,Moonchild - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,Infinite Dreams - 1998 Remaster,Seventh Son Of A Seventh Son (1998 Remastered Edition)
Iron Maiden,Wasted Years - 1998 Remaster,Somewhere In Time
Iron Maiden,Powerslave - 1998 Remaster,Powerslave (1998 Remastered Edition)
Iron Maiden,2 Minutes to Midnight - 1998 Remaster,Powerslave (1998 Remastered Edition)
Iron Maiden,Aces High - 1998 Remastered Version,Powerslave (1998 Remastered Edition)
Iron Maiden,The Trooper - 1998 Remastered Version,Piece Of Mind (1998 Remastered Edition)
Iron Maiden,Hallowed Be Thy Name - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,Gangland - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,Run to the Hills - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,22 Acacia Avenue - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,The Number Of The Beast - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,The Prisoner - Edit;1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,Invaders - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iron Maiden,Children Of The Damned - 1998 Remastered Version,The Number Of The Beast (1998 Remastered Edition)
Iggy Pop,The Passenger,Lust For Life
Iggy Pop,Lust For Life,Lust For Life
Huey Lewis & The News,The Power Of Love,Greatest Hits: Huey Lewis And The News
Heart,Crazy On You,Dreamboat Annie
Guns N' Roses,Rocket Queen,Appetite For Destruction
Guns N' Roses,Anything Goes,Appetite For Destruction
Guns N' Roses,You're Crazy,Appetite For Destruction
Guns N' Roses,Sweet Child O' Mine,Appetite For Destruction
Guns N' Roses,My Michelle,Appetite For Destruction
Guns N' Roses,Paradise City,Appetite For Destruction
Guns N' Roses,Out Ta Get Me,Appetite For Destruction
Guns N' Roses,Mr. Brownstone,Appetite For Destruction
Guns N' Roses,Nightrain,Appetite For Destruction
Guns N' Roses,It's So Easy,Appetite For Destruction
Guns N' Roses,Welcome To The Jungle,Appetite For Destruction
Guns N' Roses,Civil War,Use Your Illusion II
Guns N' Roses,November Rain,Use Your Illusion I
Guns N' Roses,Don't Cry (Original),Use Your Illusion I
Green Day,21 Guns,21st Century Breakdown
Green Day,Wake Me up When September Ends,American Idiot (Deluxe)
Green Day,Holiday / Boulevard of Broken Dreams,American Idiot (Deluxe)
Green Day,Jesus of Suburbia,American Idiot (Deluxe)
Green Day,American Idiot,American Idiot (Deluxe)
Green Day,Misery,Warning
Green Day,Castaway,Warning
Green Day,Church on Sunday,Warning
Green Day,Blood, Sex and Booze,Warning
Green Day,She,International Superhits!
Green Day,J.A.R. (Jason Andrew Relva),International Superhits!
Green Day,Geek Stink Breath,International Superhits!
Green Day,Brain Stew,International Superhits!
Green Day,Jaded,International Superhits!
Green Day,Walking Contradiction,International Superhits!
Green Day,Stuck with Me,International Superhits!
Green Day,Hitchin' a Ride,International Superhits!
Green Day,Good Riddance (Time of Your Life),International Superhits!
Green Day,Redundant,International Superhits!
Green Day,Nice Guys Finish Last,International Superhits!
Green Day,Minority,International Superhits!
Green Day,Warning,International Superhits!
Green Day,Waiting,International Superhits!
Green Day,Macy's Day Parade,International Superhits!
Green Day,When I Come Around,International Superhits!
Green Day,Welcome to Paradise,International Superhits!
Green Day,Basket Case,International Superhits!
Green Day,Poprocks & Coke,International Superhits!
Green Day,Longview,International Superhits!
Green Day,Maria,International Superhits!
Gorillaz,Feel Good Inc.,Demon Days
Gorillaz,Clint Eastwood,Gorillaz
Gorillaz,Rock the House,Gorillaz
Gorillaz,19-2000,Gorillaz
Gorillaz,19-2000 - Soulchild Remix,Gorillaz
Goldfinger,Superman,Hang-Ups
Genesis,Land Of Confusion - Remastered 2007,Invisible Touch
Genesis,Invisible Touch - Remastered 2007,Invisible Touch
Franz Ferdinand,No You Girls,Tonight
Franz Ferdinand,Turn It On,Tonight
Franz Ferdinand,Ulysses,Tonight
Franz Ferdinand,40',Franz Ferdinand
Franz Ferdinand,Darts Of Pleasure,Franz Ferdinand
Franz Ferdinand,Michael,Franz Ferdinand
Franz Ferdinand,This Fire,Franz Ferdinand
Franz Ferdinand,Take Me Out,Franz Ferdinand
Franz Ferdinand,The Dark Of The Matinée,Franz Ferdinand
Franz Ferdinand,Jacqueline,Franz Ferdinand
Franz Ferdinand,Tell Her Tonight,Franz Ferdinand
4 Non Blondes,What's Up?,Bigger, Better, Faster, More !
Foo Fighters,Breakout,There Is Nothing Left To Lose
Foo Fighters,Monkey Wrench,The Colour And The Shape
Foo Fighters,All My Life,One By One
Foo Fighters,Learn to Fly,There Is Nothing Left To Lose
Foo Fighters,The Pretender,Echoes, Silence, Patience & Grace
Fleetwood Mac,Landslide,Fleetwood Mac
Fleetwood Mac,The Chain - 2004 Remaster,Rumours
Steve Miller Band,The Joker,The Joker
Eagles,Hotel California - 2013 Remaster,Hotel California (2013 Remaster)
Fleetwood Mac,Go Your Own Way - 2004 Remaster,Rumours
Feeder,Just a Day - Edit,The Singles
Feeder,Buck Rogers,The Singles
Eric Clapton,Wonderful Tonight,The Cream Of Clapton
Derek & The Dominos, Eric Clapton,Layla,The Cream Of Clapton
Eric Clapton,Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster,Unplugged (2013 Remaster)
Erasure,A Little Respect - 2009 - Remaster,The Innocents
Empire Of The Sun,Standing On The Shore,Walking On A Dream
Empire Of The Sun,We Are The People,Walking On A Dream
Empire Of The Sun,Walking On A Dream,Walking On A Dream
Eminem,Rap God,The Marshall Mathers LP2 (Deluxe)
Eminem,Sing For The Moment,The Eminem Show
Eminem,Without Me,The Eminem Show
Eminem,Mockingbird,Encore
Eminem,Just Lose It,Encore
Eminem,Criminal,The Marshall Mathers LP
Eminem,Marshall Mathers,The Marshall Mathers LP
Eminem,I'm Back,The Marshall Mathers LP
Eminem,The Way I Am,The Marshall Mathers LP
Eminem,Who Knew,The Marshall Mathers LP
Eminem,Kill You,The Marshall Mathers LP
Eminem,Just Don't Give A Fuck,The Slim Shady LP
Eminem,Rock Bottom,The Slim Shady LP
Eminem,Role Model,The Slim Shady LP
Eminem,Brain Damage,The Slim Shady LP
Eminem,My Name Is,The Slim Shady LP
Eluvium,Radio Ballet,Copia
Electronic,Getting Away with It - 2013 Remaster,Electronic (Special Edition)
Electronic,Gangster - 2013 Remaster,Electronic (Special Edition)
Electronic,Get the Message - 2013 Remaster,Electronic (Special Edition)
Electronic,Try All You Want - 2013 Remaster,Electronic (Special Edition)
Electronic,Idiot Country - 2013 Remaster,Electronic (Special Edition)
Electronic,Reality - 2013 Remaster,Electronic (Special Edition)
Electric Six,Gay Bar Part II,Flashy
Electric Six,Rubber Rocket,Switzerland
Electric Six,Pink Flamingos,Switzerland
Electric Six,Infected Girls,Switzerland
Electric Six,I Buy The Drugs,Switzerland
Electric Six,Synthesizer,Fire
Electric Six,I'm The Bomb,Fire
Electric Six,Improper Dancing,Fire
Electric Six,Gay Bar,Fire
Electric Six,Danger! High Voltage - Soulchild Radio Mix,Fire
Electric Six,Electric Demons In Love,Fire
Electric Six,Dance Commander,Fire
Electric Light Orchestra,Mr. Blue Sky,Out of the Blue
Echo & the Bunnymen,The Killing Moon,Ocean Rain (Expanded; 2007 Remaster)
Earth, Wind & Fire,Let's Groove,Raise!
Earth, Wind & Fire,September,Now, Then & Forever
Dusty Springfield,Son Of A Preacher Man,The Silver Collection
Duran Duran,Rio - 2009 Remaster,Rio (Collector's Edition)
Duran Duran,Ordinary World,Duran Duran
Jake Bugg,Seen It All,Jake Bugg
Jake Bugg,Two Fingers,Jake Bugg
Jake Bugg,Lightning Bolt,Jake Bugg
Don McLean,Vincent,American Pie
Don McLean,American Pie,American Pie
Divinyls,I Touch Myself,Divinyls
Dion,The Wanderer,The Best Of Dion & The Belmonts
Dion,Runaround Sue,Runaround Sue
Dio,Don't Talk To Strangers,Holy Diver
Dio,The Last In Line,The Last In Line (Deluxe Edition)
Dio,We Rock,The Last In Line
Dio,Holy Diver,Holy Diver
Dio,Rainbow In The Dark,Holy Diver
Dexys Midnight Runners,Geno - 2000 Remaster,Searching For The Young Soul Rebels
Dexys Midnight Runners,Come On Eileen,Too Rye Ay (Deluxe Edition)
Def Leppard,Bringin' On The Heartbreak,High 'N' Dry
Def Leppard,Rocket,Hysteria
Def Leppard,Rock Of Ages,Pyromania (Deluxe)
Def Leppard,Hysteria - Remastered 2017,Hysteria (Super Deluxe)
Def Leppard,Animal,Hysteria
Deep Purple, Martin Pullan,Smoke On The Water - Live In Osaka, Japan / 15th August 1972 / Original 1972 Mix,Made In Japan (Original 1972 Mix)
Deep Purple, Martin Pullan,Highway Star - Live In Osaka, Japan / 16th August 1972 / Original 1972 Mix,Made In Japan (Original 1972 Mix)
Deep Purple,Hush - 1998 Remaster,Shades of Deep Purple
David Bowie,China Girl - 1999 Remaster,Let's Dance (1999 Remaster)
David Bowie,Modern Love - 1999 Remaster,Let's Dance (1999 Remaster)
David Bowie,Ashes to Ashes - 2017 Remaster,Scary Monsters (And Super Creeps) [2017 Remaster]
David Bowie,Heroes - 2017 Remaster,"Heroes" (2017 Remaster)
David Bowie,Sound and Vision - 2017 Remaster,Low (2017 Remaster)
David Bowie,Rebel Rebel - 2016 Remaster,Diamond Dogs (2016 Remaster)
David Bowie,The Jean Genie - 2013 Remaster,Aladdin Sane (2013 Remaster)
David Bowie,Drive-In Saturday - 2013 Remaster,Aladdin Sane (2013 Remaster)
David Bowie,Ziggy Stardust - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)
David Bowie,Suffragette City - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)
David Bowie,Starman - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)
David Bowie,Moonage Daydream - 2012 Remaster,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (2012 Remaster)
David Bowie,Life on Mars? - 2015 Remaster,Hunky Dory (2015 Remaster)
David Bowie,Oh! You Pretty Things - 2015 Remaster,Hunky Dory (2015 Remaster)
David Bowie,Changes - 2015 Remaster,Hunky Dory (2015 Remaster)
David Bowie,The Man Who Sold the World - 2015 Remaster,The Man Who Sold the World (2015 Remaster)
David Bowie,Space Oddity - 2015 Remaster,David Bowie (aka Space Oddity) [2015 Remaster]
Cutting Crew,(I Just) Died In Your Arms,The Best Of Cutting Crew
Creedence Clearwater Revival,Have You Ever Seen The Rain,Pendulum (Expanded Edition)
Creedence Clearwater Revival,Bad Moon Rising,Green River (40th Anniversary Edition)
Coldplay,Viva La Vida,Viva La Vida or Death and All His Friends
Chuck Ragan,Nomad by Fate,Covering Ground
Chuck Ragan,For Broken Ears,Feast or Famine
Chuck Ragan,The Boat,Feast or Famine
Chuck Berry,Johnny B. Goode,Berry Is On Top
Chuck Berry,You Never Can Tell,St. Louis to Liverpool
Children Of Bodom,Living Dead Beat,Are You Dead Yet?
Children Of Bodom,Are You Dead Yet?,Are You Dead Yet?
Children Of Bodom,If You Want Peace... Prepare For War,Are You Dead Yet?
Children Of Bodom,Punch Me I Bleed,Are You Dead Yet?
Children Of Bodom,In Your Face,Are You Dead Yet?
Children Of Bodom,Next In Line,Are You Dead Yet?
Children Of Bodom,Bastards Of Bodom,Are You Dead Yet?
Children Of Bodom,Trashed, Lost And Strungout,Are You Dead Yet?
Children Of Bodom,We're Not Gonna Fall,Are You Dead Yet?
Children Of Bodom,Rebel Yell,Are You Dead Yet?
Children Of Bodom,Needled 24 / 7,Hate Crew Deathroll
Children Of Bodom,Sixpounder,Hate Crew Deathroll
Children Of Bodom,Chokehold (Cocked 'N' Loaded),Hate Crew Deathroll
Children Of Bodom,Bodom Beach Terror,Hate Crew Deathroll
Children Of Bodom,Angels Don't Kill,Hate Crew Deathroll
Children Of Bodom,Triple Corpse Hammerblow,Hate Crew Deathroll
Children Of Bodom,You're Better Off Dead,Hate Crew Deathroll
Children Of Bodom,Lil' Bloodred Ridin' Hood,Hate Crew Deathroll
Children Of Bodom,Hate Crew Deathroll,Hate Crew Deathroll
Children Of Bodom,Follow The Reaper,Follow The Reaper
Children Of Bodom,Bodom After Midnight,Follow The Reaper
Children Of Bodom,Children Of Decadence,Follow The Reaper
Children Of Bodom,Everytime I Die,Follow The Reaper
Children Of Bodom,Mask Of Sanity,Follow The Reaper
Children Of Bodom,Taste Of My Scythe,Follow The Reaper
Children Of Bodom,Hate Me,Follow The Reaper
Children Of Bodom,Northern Comfort,Follow The Reaper
Children Of Bodom,Kissing The Shadows,Follow The Reaper
Children Of Bodom,Intro - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Lake Bodom - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Warheart - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Bed Of Razors - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,War Of Razors - Live In Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Deadnight Warrior - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Hatebreeder - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Touch Like Angel Of Death - Live In Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Downfall - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Towards Dead End - Live in Japan,Tokyo Warhearts - Live in Japan (International Version)
Children Of Bodom,Deadnight Warrior,Something Wild (International Version)
Children Of Bodom,In The Shadows,Something Wild (International Version)
Children Of Bodom,Red Light In My Eyes, Pt. 1,Something Wild (International Version)
Children Of Bodom,Red Light In My Eyes, Pt. 2,Something Wild (International Version)
Children Of Bodom,Lake Bodom,Something Wild (International Version)
Children Of Bodom,The Nail,Something Wild (International Version)
Children Of Bodom,Touch Like Angel Of Death,Something Wild (International Version)
Children Of Bodom,Outro,Something Wild (International Version)
Cheap Trick,Reach Out - From "Heavy Metal" Original Soundtrack,The Epic Archive, Vol. 2 (1980-1983)
CAKE,War Pigs,b-sides and rarities
CAKE,Love You Madly,Comfort Eagle
CAKE,Comfort Eagle,Comfort Eagle
CAKE,Never There,Prolonging the Magic
CAKE,Short Skirt / Long Jacket,Comfort Eagle
CAKE,The Distance,Fashion Nugget
Cage The Elephant,Ain't No Rest For The Wicked - Original Version,Cage The Elephant
Buckcherry,Lit Up,Buckcherry
Bryan Adams,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition)
Sea Power,Please Stand Up,Open Season
Sea Power,A Wooden Horse,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Blackout,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Carrion,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Fear of Drowning,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,The Lonely,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Remember Me,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Something Wicked,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Favours in the Beetroot Fields,The Decline of British Sea Power & the Decline-Era B-Sides
Sea Power,Apologies to Insect Life,The Decline of British Sea Power & the Decline-Era B-Sides
Dropkick Murphys,I'm Shipping Up To Boston,The Warrior's Code
Boston,More Than a Feeling,Boston
Boney M.,Rasputin,Daddy Cool
Bon Jovi,Keep The Faith,Keep The Faith (Remastered)
Bon Jovi,Runaway,Bon Jovi (Remastered)
Bon Jovi,Bad Medicine,New Jersey (Deluxe Edition)
Bon Jovi,Always,Cross Road
Bon Jovi,It's My Life,Crush
Bon Jovi,You Give Love A Bad Name,Slippery When Wet
Bon Jovi,Livin' On A Prayer,Slippery When Wet
Blur,For Tomorrow - Visit to Primrose Hill Extended,Blur: The Best Of
Blur,This Is a Low,Blur: The Best Of
Blur,On Your Own,Blur: The Best Of
Blur,Country House,Blur: The Best Of
Blur,Charmless Man,Blur: The Best Of
Blur,Tender,Blur: The Best Of
Blur,Parklife,Blur: The Best Of
Blur,End of a Century,Blur: The Best Of
Blur,The Universal,Blur: The Best Of
Blur,Coffee & TV - Radio Edit,Blur: The Best Of
Blur,Song 2,Blur: The Best Of
Blur,There's No Other Way - Single Version,Blur: The Best Of
Blur,Beetlebum,Blur: The Best Of
Blue Öyster Cult,(Don't Fear) The Reaper,Agents Of Fortune
Blondie,Atomic - Remastered/2001,Eat To The Beat
Blondie,Call Me,Atomic/Atomix
Blondie,Heart Of Glass - Special Mix,Best Of Blondie
blink-182,Adam's Song,Enema Of The State
blink-182,The Rock Show,Take Off Your Pants And Jacket
blink-182,Dammit,Dude Ranch
blink-182,All The Small Things,Enema Of The State
Black Sabbath,Heaven and Hell - 2009 Remaster,Heaven & Hell
Black Sabbath,Sabbath Bloody Sabbath,Sabbath Bloody Sabbath (2009 Remastered Version)
Black Sabbath,Into the Void,Master of Reality (2009 Remastered Version)
Black Sabbath,Lord of This World,Master of Reality (2009 Remastered Version)
Black Sabbath,Children of the Grave,Master of Reality (2009 Remastered Version)
